-5.0e0 -5.0e0 1.928552e-22 1.928552e-22
-4.8990002e0 -5.0e0 5.241269e-22 5.241269e-22
-4.7980005e0 -5.0e0 1.395662e-21 1.395662e-21
-4.6970007e0 -5.0e0 3.64144e-21 3.64144e-21
-4.596001e0 -5.0e0 9.309033e-21 9.309033e-21
-4.4950012e0 -5.0e0 2.331642e-20 2.331642e-20
-4.3940015e0 -5.0e0 5.722261e-20 5.722261e-20
-4.2930017e0 -5.0e0 1.375955e-19 1.375955e-19
-4.192002e0 -5.0e0 3.241882e-19 3.241882e-19
-4.0910022e0 -5.0e0 7.483783e-19 7.483783e-19
-3.9900024e0 -5.0e0 1.69268e-18 1.69268e-18
-3.8890027e0 -5.0e0 3.751292e-18 3.751292e-18
-3.788003e0 -5.0e0 8.145692e-18 8.145692e-18
-3.6870032e0 -5.0e0 1.733025e-17 1.733025e-17
-3.5860034e0 -5.0e0 3.612643e-17 3.612643e-17
-3.4850037e0 -5.0e0 7.378862e-17 7.378862e-17
-3.3840039e0 -5.0e0 1.47668e-16 1.47668e-16
-3.2830042e0 -5.0e0 2.895483e-16 2.895483e-16
-3.1820044e0 -5.0e0 5.562985e-16 5.562985e-16
-3.0810046e0 -5.0e0 1.047186e-15 1.047186e-15
-2.9800049e0 -5.0e0 1.931427e-15 1.931427e-15
-2.8790051e0 -5.0e0 3.490468e-15 3.490468e-15
-2.7780054e0 -5.0e0 6.180455e-15 6.180455e-15
-2.6770056e0 -5.0e0 1.072243e-14 1.072243e-14
-2.5760059e0 -5.0e0 1.822684e-14 1.822684e-14
-2.4750061e0 -5.0e0 3.035764e-14 3.035764e-14
-2.3740063e0 -5.0e0 4.954073e-14 4.954073e-14
-2.2730066e0 -5.0e0 7.921364e-14 7.921364e-14
-2.1720068e0 -5.0e0 1.240996e-13 1.240996e-13
-2.0710071e0 -5.0e0 1.904965e-13 1.904965e-13
-1.9700073e0 -5.0e0 2.865158e-13 2.865158e-13
-1.8690076e0 -5.0e0 4.222174e-13 4.222174e-13
-1.7680078e0 -5.0e0 6.09633e-13 6.09633e-13
-1.667008e0 -5.0e0 8.624658e-13 8.624658e-13
-1.5660083e0 -5.0e0 1.195491e-12 1.195491e-12
-1.4650085e0 -5.0e0 1.623682e-12 1.623682e-12
-1.3640088e0 -5.0e0 2.160698e-12 2.160698e-12
-1.263009e0 -5.0e0 2.817215e-12 2.817215e-12
-1.1620093e0 -5.0e0 3.599097e-12 3.599097e-12
-1.0610095e0 -5.0e0 4.505188e-12 4.505188e-12
-9.600098e-1 -5.0e0 5.525314e-12 5.525314e-12
-8.590099e-1 -5.0e0 6.639656e-12 6.639656e-12
-7.5801001e-1 -5.0e0 7.81759e-12 7.81759e-12
-6.5701012e-1 -5.0e0 9.018733e-12 9.018733e-12
-5.5601022e-1 -5.0e0 1.019406e-11 1.019406e-11
-4.5501033e-1 -5.0e0 1.128992e-11 1.128992e-11
-3.5401044e-1 -5.0e0 1.225119e-11 1.225119e-11
-2.5301054e-1 -5.0e0 1.302588e-11 1.302588e-11
-1.5201065e-1 -5.0e0 1.356984e-11 1.356984e-11
-5.101076e-2 -5.0e0 1.385081e-11 1.385081e-11
4.998914e-2 -5.0e0 1.385228e-11 1.385228e-11
1.5098903e-1 -5.0e0 1.357388e-11 1.357388e-11
2.5198892e-1 -5.0e0 1.303261e-11 1.303261e-11
3.5298882e-1 -5.0e0 1.226003e-11 1.226003e-11
