-1.0e0 -1.0e0 5.9700002e2 5.9700002e2
-9.16667e-1 -1.0e0 5.9916666e2 5.9916666e2
-8.3333391e-1 -1.0e0 6.0133333e2 6.0133333e2
-7.5000081e-1 -1.0e0 6.0349998e2 6.0349998e2
-6.6666771e-1 -1.0e0 6.0566664e2 6.0566664e2
-5.8333461e-1 -1.0e0 6.0783331e2 6.0783331e2
-5.0000151e-1 -1.0e0 6.0999997e2 6.0999997e2
-4.1666841e-1 -1.0e0 6.1216664e2 6.1216664e2
-3.3333531e-1 -1.0e0 6.143333e2 6.143333e2
-2.5000221e-1 -1.0e0 6.1649995e2 6.1649995e2
-1.6666911e-1 -1.0e0 6.1866661e2 6.1866661e2
-8.333601e-2 -1.0e0 6.2083328e2 6.2083328e2
-2.911e-6 -1.0e0 6.2299994e2 6.2299994e2
8.333019e-2 -1.0e0 6.2516661e2 6.2516661e2
1.66663289e-1 -1.0e0 6.2733327e2 6.2733327e2
2.4999638e-1 -1.0e0 6.2949992e2 6.2949992e2
3.3332948e-1 -1.0e0 6.3166658e2 6.3166658e2
4.1666258e-1 -1.0e0 6.3383325e2 6.3383325e2
4.9999568e-1 -1.0e0 6.3599991e2 6.3599991e2
5.8332878e-1 -1.0e0 6.3816656e2 6.3816656e2
6.6666188e-1 -1.0e0 6.4033324e2 6.4033324e2
7.4999498e-1 -1.0e0 6.424999e2 6.424999e2
8.3332808e-1 -1.0e0 6.4466655e2 6.4466655e2
9.1666118e-1 -1.0e0 6.4683322e2 6.4683322e2
9.9999428e-1 -1.0e0 6.4899988e2 6.4899988e2

-1.0e0 -9.16667e-1 6.1615611e2 6.1615611e2
-9.16667e-1 -9.16667e-1 6.1778934e2 6.1778934e2
-8.3333391e-1 -9.16667e-1 6.1942259e2 6.1942259e2
-7.5000081e-1 -9.16667e-1 6.2105583e2 6.2105583e2
-6.6666771e-1 -9.16667e-1 6.2268909e2 6.2268909e2
